scalar	theta	mle
1.511	0.0031	-34880.5
1.511	0.0032	-34593.9
1.511	0.0033	-34334.6
1.511	0.0034	-34100.5
1.511	0.0035	-33889.8
1.511	0.0036	-33700.9
1.511	0.0037	-33532.2
1.511	0.0038	-33382.5
1.511	0.0039	-33250.4
1.511	0.004	-33134.8
1.511	0.0041	-33034.7
1.511	0.0042	-32949.1
1.511	0.0043	-32877.1
1.511	0.0044	-32817.9
1.511	0.0045	-32770.7
1.511	0.0046	-32734.8
1.511	0.0047	-32709.6
1.511	0.0048	-32694.5
1.511	0.0049	-32688.9
1.511	0.005	-32692.3
1.511	0.0051	-32704.2
1.511	0.0052	-32724.2
1.511	0.0053	-32751.7
1.511	0.0054	-32786.5
1.511	0.0055	-32828.1
1.511	0.0056	-32876.2
1.511	0.0057	-32930.5
1.511	0.0058	-32990.6
1.511	0.0059	-33056.3
1.511	0.006	-33127.4
1.511	0.0061	-33203.4
1.511	0.0062	-33284.3
1.511	0.0063	-33369.7
1.511	0.0064	-33459.5
1.511	0.0065	-33553.4
1.511	0.0066	-33651.3
1.511	0.0067	-33752.9
1.511	0.0068	-33858.2
1.511	0.0069	-33966.9
1.511	0.007	-34078.8
1.511	0.0071	-34193.9
1.511	0.0072	-34312
1.511	0.0073	-34433
1.511	0.0074	-34556.7
1.511	0.0075	-34683
1.511	0.0076	-34811.8
1.511	0.0077	-34943
1.511	0.0078	-35076.5
1.511	0.0079	-35212.1
1.511	0.008	-35349.9
1.511	0.0081	-35489.6
1.511	0.0082	-35631.3
1.511	0.0083	-35774.8
1.511	0.0084	-35920.1
1.511	0.0085	-36067
1.511	0.0086	-36215.5
1.511	0.0087	-36365.6
1.511	0.0088	-36517.2
1.511	0.0089	-36670.1
1.511	0.009	-36824.4
1.511	0.0091	-36980
1.511	0.0092	-37136.9
1.511	0.0093	-37294.9
1.511	0.0094	-37454
1.511	0.0095	-37614.3
1.511	0.0096	-37775.5
1.511	0.0097	-37937.8
1.511	0.0098	-38101
1.511	0.0099	-38265.1
1.521	0.001	-56084.6
1.521	0.0011	-53585.2
1.521	0.0012	-51401.8
1.521	0.0013	-49479.9
1.521	0.0014	-47777.6
1.521	0.0015	-46261.7
1.521	0.0016	-44905.8
1.521	0.0017	-43688.4
1.521	0.0018	-42592
1.521	0.0019	-41601.7
1.521	0.002	-40705.4
1.521	0.0021	-39892.5
1.521	0.0022	-39154.2
1.521	0.0023	-38482.9
1.521	0.0024	-37872
1.521	0.0025	-37315.6
1.521	0.0026	-36808.8
1.521	0.0027	-36347.1
1.521	0.0028	-35926.7
1.521	0.0029	-35544.1
1.521	0.003	-35196.1
1.521	0.0031	-34880.1
1.521	0.0032	-34593.5
1.521	0.0033	-34334.2
1.521	0.0034	-34100.1
1.521	0.0035	-33889.5
1.521	0.0036	-33700.6
1.521	0.0037	-33532
1.521	0.0038	-33382.3
1.521	0.0039	-33250.2
1.521	0.004	-33134.7
1.521	0.0041	-33034.6
1.521	0.0042	-32949
1.521	0.0043	-32877
1.521	0.0044	-32817.8
1.521	0.0045	-32770.7
1.521	0.0046	-32734.9
1.521	0.0047	-32709.7
1.521	0.0048	-32694.6
1.521	0.0049	-32689.1
1.521	0.005	-32692.5
1.521	0.0051	-32704.4
1.521	0.0052	-32724.4
1.521	0.0053	-32751.9
1.521	0.0054	-32786.7
1.521	0.0055	-32828.4
1.521	0.0056	-32876.5
1.521	0.0057	-32930.8
1.521	0.0058	-32991
1.521	0.0059	-33056.7
1.521	0.006	-33127.8
1.521	0.0061	-33203.8
1.521	0.0062	-33284.7
1.521	0.0063	-33370.1
1.521	0.0064	-33459.9
1.521	0.0065	-33553.9
1.521	0.0066	-33651.8
1.521	0.0067	-33753.5
1.521	0.0068	-33858.7
1.521	0.0069	-33967.4
1.521	0.007	-34079.4
1.521	0.0071	-34194.6
1.521	0.0072	-34312.7
1.521	0.0073	-34433.7
1.521	0.0074	-34557.4
1.521	0.0075	-34683.7
1.521	0.0076	-34812.5
1.521	0.0077	-34943.7
1.521	0.0078	-35077.2
1.521	0.0079	-35212.9
1.521	0.008	-35350.7
1.521	0.0081	-35490.4
1.521	0.0082	-35632.1
1.521	0.0083	-35775.6
1.521	0.0084	-35920.9
1.521	0.0085	-36067.8
1.521	0.0086	-36216.4
1.521	0.0087	-36366.5
1.521	0.0088	-36518.1
1.521	0.0089	-36671
1.521	0.009	-36825.4
1.521	0.0091	-36981
1.521	0.0092	-37137.8
1.521	0.0093	-37295.9
1.521	0.0094	-37455
1.521	0.0095	-37615.3
1.521	0.0096	-37776.5
1.521	0.0097	-37938.8
1.521	0.0098	-38102
1.521	0.0099	-38266.2
1.531	0.001	-56083
1.531	0.0011	-53583.7
1.531	0.0012	-51400.4
1.531	0.0013	-49478.6
1.531	0.0014	-47776.3
1.531	0.0015	-46260.4
1.531	0.0016	-44904.6
1.531	0.0017	-43687.3
1.531	0.0018	-42590.9
1.531	0.0019	-41600.7
1.531	0.002	-40704.4
1.531	0.0021	-39891.6
1.531	0.0022	-39153.4
1.531	0.0023	-38482.2
1.531	0.0024	-37871.2
1.531	0.0025	-37314.9
1.531	0.0026	-36808.1
1.531	0.0027	-36346.5
1.531	0.0028	-35926.1
1.531	0.0029	-35543.5
1.531	0.003	-35195.6
1.531	0.0031	-34879.6
1.531	0.0032	-34593.1
1.531	0.0033	-34333.9
1.531	0.0034	-34099.8
1.531	0.0035	-33889.2
1.531	0.0036	-33700.3
1.531	0.0037	-33531.7
1.531	0.0038	-33382.1
1.531	0.0039	-33250
1.531	0.004	-33134.5
1.531	0.0041	-33034.5
1.531	0.0042	-32948.9
1.531	0.0043	-32877
1.531	0.0044	-32817.8
1.531	0.0045	-32770.7
1.531	0.0046	-32734.9
1.531	0.0047	-32709.8
1.531	0.0048	-32694.7
1.531	0.0049	-32689.2
1.531	0.005	-32692.6
1.531	0.0051	-32704.6
1.531	0.0052	-32724.6
1.531	0.0053	-32752.2
1.531	0.0054	-32787
1.531	0.0055	-32828.6
1.531	0.0056	-32876.8
1.531	0.0057	-32931.1
1.531	0.0058	-32991.3
1.531	0.0059	-33057.1
1.531	0.006	-33128.1
1.531	0.0061	-33204.2
1.531	0.0062	-33285.1
1.531	0.0063	-33370.6
1.531	0.0064	-33460.4
1.531	0.0065	-33554.4
1.531	0.0066	-33652.3
1.531	0.0067	-33754
1.531	0.0068	-33859.3
1.531	0.0069	-33968
1.531	0.007	-34080
1.531	0.0071	-34195.2
1.531	0.0072	-34313.3
1.531	0.0073	-34434.3
1.531	0.0074	-34558
1.531	0.0075	-34684.4
1.531	0.0076	-34813.2
1.531	0.0077	-34944.4
1.531	0.0078	-35077.9
1.531	0.0079	-35213.6
1.531	0.008	-35351.4
1.531	0.0081	-35491.2
1.531	0.0082	-35632.9
1.531	0.0083	-35776.4
1.531	0.0084	-35921.7
1.531	0.0085	-36068.7
1.531	0.0086	-36217.3
1.531	0.0087	-36367.4
1.531	0.0088	-36519
1.531	0.0089	-36671.9
1.531	0.009	-36826.3
1.531	0.0091	-36981.9
1.531	0.0092	-37138.8
1.531	0.0093	-37296.8
1.531	0.0094	-37456
1.531	0.0095	-37616.3
1.531	0.0096	-37777.6
1.531	0.0097	-37939.8
1.531	0.0098	-38103.1
1.531	0.0099	-38267.2
1.541	0.001	-56081.4
1.541	0.0011	-53582.2
1.541	0.0012	-51399
1.541	0.0013	-49477.2
1.541	0.0014	-47775
1.541	0.0015	-46259.2
1.541	0.0016	-44903.5
1.541	0.0017	-43686.2
1.541	0.0018	-42589.9
1.541	0.0019	-41599.8
1.541	0.002	-40703.5
1.541	0.0021	-39890.8
1.541	0.0022	-39152.6
1.541	0.0023	-38481.4
1.541	0.0024	-37870.5
1.541	0.0025	-37314.2
1.541	0.0026	-36807.5
1.541	0.0027	-36345.9
1.541	0.0028	-35925.6
1.541	0.0029	-35543
1.541	0.003	-35195.2
1.541	0.0031	-34879.2
1.541	0.0032	-34592.7
1.541	0.0033	-34333.5
1.541	0.0034	-34099.5
1.541	0.0035	-33888.9
1.541	0.0036	-33700.1
1.541	0.0037	-33531.5
1.541	0.0038	-33381.9
1.541	0.0039	-33249.9
1.541	0.004	-33134.4
1.541	0.0041	-33034.4
1.541	0.0042	-32948.9
1.541	0.0043	-32877
1.541	0.0044	-32817.8
1.541	0.0045	-32770.7
1.541	0.0046	-32735
1.541	0.0047	-32709.9
1.541	0.0048	-32694.9
1.541	0.0049	-32689.3
1.541	0.005	-32692.8
1.541	0.0051	-32704.8
1.541	0.0052	-32724.8
1.541	0.0053	-32752.4
1.541	0.0054	-32787.2
1.541	0.0055	-32828.9
1.541	0.0056	-32877.1
1.541	0.0057	-32931.5
1.541	0.0058	-32991.7
1.541	0.0059	-33057.5
1.541	0.006	-33128.5
1.541	0.0061	-33204.7
1.541	0.0062	-33285.6
1.541	0.0063	-33371.1
1.541	0.0064	-33460.9
1.541	0.0065	-33554.9
1.541	0.0066	-33652.8
1.541	0.0067	-33754.5
1.541	0.0068	-33859.9
1.541	0.0069	-33968.6
1.541	0.007	-34080.6
1.541	0.0071	-34195.8
1.541	0.0072	-34313.9
1.541	0.0073	-34435
1.541	0.0074	-34558.7
1.541	0.0075	-34685.1
1.541	0.0076	-34813.9
1.541	0.0077	-34945.2
1.541	0.0078	-35078.7
1.541	0.0079	-35214.4
1.541	0.008	-35352.2
1.541	0.0081	-35492
1.541	0.0082	-35633.7
1.541	0.0083	-35777.3
1.541	0.0084	-35922.6
1.541	0.0085	-36069.6
1.541	0.0086	-36218.1
1.541	0.0087	-36368.3
1.541	0.0088	-36519.9
1.541	0.0089	-36672.9
1.541	0.009	-36827.2
1.541	0.0091	-36982.9
1.541	0.0092	-37139.7
1.541	0.0093	-37297.8
1.541	0.0094	-37457
1.541	0.0095	-37617.3
1.541	0.0096	-37778.6
1.541	0.0097	-37940.9
1.541	0.0098	-38104.1
1.541	0.0099	-38268.3
1.551	0.001	-56079.9
1.551	0.0011	-53580.7
1.551	0.0012	-51397.6
1.551	0.0013	-49475.9
1.551	0.0014	-47773.7
1.551	0.0015	-46258
1.551	0.0016	-44902.3
1.551	0.0017	-43685.2
1.551	0.0018	-42588.9
1.551	0.0019	-41598.8
1.551	0.002	-40702.6
1.551	0.0021	-39889.9
1.551	0.0022	-39151.8
1.551	0.0023	-38480.6
1.551	0.0024	-37869.8
1.551	0.0025	-37313.6
1.551	0.0026	-36806.9
1.551	0.0027	-36345.4
1.551	0.0028	-35925.1
1.551	0.0029	-35542.5
1.551	0.003	-35194.7
1.551	0.0031	-34878.8
1.551	0.0032	-34592.4
1.551	0.0033	-34333.2
1.551	0.0034	-34099.2
1.551	0.0035	-33888.6
1.551	0.0036	-33699.8
1.551	0.0037	-33531.3
1.551	0.0038	-33381.7
1.551	0.0039	-33249.8
1.551	0.004	-33134.3
1.551	0.0041	-33034.3
1.551	0.0042	-32948.8
1.551	0.0043	-32877
1.551	0.0044	-32817.9
1.551	0.0045	-32770.8
1.551	0.0046	-32735
1.551	0.0047	-32710
1.551	0.0048	-32695
1.551	0.0049	-32689.5
1.551	0.005	-32693
1.551	0.0051	-32705
1.551	0.0052	-32725
1.551	0.0053	-32752.7
1.551	0.0054	-32787.5
1.551	0.0055	-32829.2
1.551	0.0056	-32877.4
1.551	0.0057	-32931.8
1.551	0.0058	-32992
1.551	0.0059	-33057.9
1.551	0.006	-33129
1.551	0.0061	-33205.1
1.551	0.0062	-33286
1.551	0.0063	-33371.5
1.551	0.0064	-33461.4
1.551	0.0065	-33555.4
1.551	0.0066	-33653.4
1.551	0.0067	-33755.1
1.551	0.0068	-33860.4
1.551	0.0069	-33969.2
1.551	0.007	-34081.2
1.551	0.0071	-34196.4
1.551	0.0072	-34314.6
1.551	0.0073	-34435.6
1.551	0.0074	-34559.4
1.551	0.0075	-34685.8
1.551	0.0076	-34814.6
1.551	0.0077	-34945.9
1.551	0.0078	-35079.4
1.551	0.0079	-35215.2
1.551	0.008	-35353
1.551	0.0081	-35492.8
1.551	0.0082	-35634.5
1.551	0.0083	-35778.1
1.551	0.0084	-35923.4
1.551	0.0085	-36070.4
1.551	0.0086	-36219
1.551	0.0087	-36369.1
1.551	0.0088	-36520.8
1.551	0.0089	-36673.8
1.551	0.009	-36828.1
1.551	0.0091	-36983.8
1.551	0.0092	-37140.7
1.551	0.0093	-37298.8
1.551	0.0094	-37458
1.551	0.0095	-37618.3
1.551	0.0096	-37779.6
1.551	0.0097	-37941.9
1.551	0.0098	-38105.2
1.551	0.0099	-38269.3
1.561	0.001	-56078.3
1.561	0.0011	-53579.3
1.561	0.0012	-51396.2
1.561	0.0013	-49474.6
1.561	0.0014	-47772.5
1.561	0.0015	-46256.9
1.561	0.0016	-44901.2
1.561	0.0017	-43684.1
1.561	0.0018	-42587.9
1.561	0.0019	-41597.9
1.561	0.002	-40701.7
1.561	0.0021	-39889.1
1.561	0.0022	-39151
1.561	0.0023	-38479.9
1.561	0.0024	-37869.1
1.561	0.0025	-37312.9
1.561	0.0026	-36806.3
1.561	0.0027	-36344.8
1.561	0.0028	-35924.5
1.561	0.0029	-35542.1
1.561	0.003	-35194.3
1.561	0.0031	-34878.4
1.561	0.0032	-34592
1.561	0.0033	-34332.8
1.561	0.0034	-34098.9
1.561	0.0035	-33888.4
1.561	0.0036	-33699.6
1.561	0.0037	-33531.1
1.561	0.0038	-33381.6
1.561	0.0039	-33249.6
1.561	0.004	-33134.2
1.561	0.0041	-33034.3
1.561	0.0042	-32948.8
1.561	0.0043	-32876.9
1.561	0.0044	-32817.9
1.561	0.0045	-32770.8
1.561	0.0046	-32735.1
1.561	0.0047	-32710.1
1.561	0.0048	-32695.1
1.561	0.0049	-32689.6
1.561	0.005	-32693.2
1.561	0.0051	-32705.2
1.561	0.0052	-32725.2
1.561	0.0053	-32752.9
1.561	0.0054	-32787.8
1.561	0.0055	-32829.5
1.561	0.0056	-32877.8
1.561	0.0057	-32932.2
1.561	0.0058	-32992.4
1.561	0.0059	-33058.2
1.561	0.006	-33129.4
1.561	0.0061	-33205.5
1.561	0.0062	-33286.5
1.561	0.0063	-33372
1.561	0.0064	-33461.9
1.561	0.0065	-33555.9
1.561	0.0066	-33653.9
1.561	0.0067	-33755.6
1.561	0.0068	-33861
1.561	0.0069	-33969.8
1.561	0.007	-34081.8
1.561	0.0071	-34197
1.561	0.0072	-34315.2
1.561	0.0073	-34436.3
1.561	0.0074	-34560.1
1.561	0.0075	-34686.5
1.561	0.0076	-34815.3
1.561	0.0077	-34946.6
1.561	0.0078	-35080.2
1.561	0.0079	-35215.9
1.561	0.008	-35353.8
1.561	0.0081	-35493.6
1.561	0.0082	-35635.3
1.561	0.0083	-35778.9
1.561	0.0084	-35924.3
1.561	0.0085	-36071.3
1.561	0.0086	-36219.9
1.561	0.0087	-36370
1.561	0.0088	-36521.7
1.561	0.0089	-36674.7
1.561	0.009	-36829.1
1.561	0.0091	-36984.7
1.561	0.0092	-37141.7
1.561	0.0093	-37299.7
1.561	0.0094	-37459
1.561	0.0095	-37619.3
1.561	0.0096	-37780.6
1.561	0.0097	-37942.9
1.561	0.0098	-38106.2
1.561	0.0099	-38270.4
1.571	0.001	-56076.8
1.571	0.0011	-53577.8
1.571	0.0012	-51394.8
1.571	0.0013	-49473.3
1.571	0.0014	-47771.3
1.571	0.0015	-46255.7
1.571	0.0016	-44900.1
1.571	0.0017	-43683.1
1.571	0.0018	-42586.9
1.571	0.0019	-41596.9
1.571	0.002	-40700.8
1.571	0.0021	-39888.2
1.571	0.0022	-39150.2
1.571	0.0023	-38479.2
1.571	0.0024	-37868.4
1.571	0.0025	-37312.3
1.571	0.0026	-36805.7
1.571	0.0027	-36344.2
1.571	0.0028	-35924
1.571	0.0029	-35541.6
1.571	0.003	-35193.8
1.571	0.0031	-34878
1.571	0.0032	-34591.6
1.571	0.0033	-34332.5
1.571	0.0034	-34098.6
1.571	0.0035	-33888.1
1.571	0.0036	-33699.4
1.571	0.0037	-33531
1.571	0.0038	-33381.4
1.571	0.0039	-33249.5
1.571	0.004	-33134.1
1.571	0.0041	-33034.2
1.571	0.0042	-32948.8
1.571	0.0043	-32876.9
1.571	0.0044	-32817.9
1.571	0.0045	-32770.9
1.571	0.0046	-32735.2
1.571	0.0047	-32710.2
1.571	0.0048	-32695.2
1.571	0.0049	-32689.8
1.571	0.005	-32693.3
1.571	0.0051	-32705.4
1.571	0.0052	-32725.5
1.571	0.0053	-32753.2
1.571	0.0054	-32788.1
1.571	0.0055	-32829.8
1.571	0.0056	-32878.1
1.571	0.0057	-32932.5
1.571	0.0058	-32992.8
1.571	0.0059	-33058.6
1.571	0.006	-33129.8
1.571	0.0061	-33206
1.571	0.0062	-33286.9
1.571	0.0063	-33372.5
1.571	0.0064	-33462.4
1.571	0.0065	-33556.4
1.571	0.0066	-33654.4
1.571	0.0067	-33756.2
1.571	0.0068	-33861.6
1.571	0.0069	-33970.4
1.571	0.007	-34082.5
1.571	0.0071	-34197.7
1.571	0.0072	-34315.9
1.571	0.0073	-34437
1.571	0.0074	-34560.7
1.571	0.0075	-34687.2
1.571	0.0076	-34816.1
1.571	0.0077	-34947.4
1.571	0.0078	-35080.9
1.571	0.0079	-35216.7
1.571	0.008	-35354.5
1.571	0.0081	-35494.4
1.571	0.0082	-35636.2
1.571	0.0083	-35779.8
1.571	0.0084	-35925.1
1.571	0.0085	-36072.1
1.571	0.0086	-36220.8
1.571	0.0087	-36370.9
1.571	0.0088	-36522.6
1.571	0.0089	-36675.6
1.571	0.009	-36830
1.571	0.0091	-36985.7
1.571	0.0092	-37142.6
1.571	0.0093	-37300.7
1.571	0.0094	-37460
1.571	0.0095	-37620.3
1.571	0.0096	-37781.6
1.571	0.0097	-37944
1.571	0.0098	-38107.2
1.571	0.0099	-38271.4
1.581	0.001	-56075.3
1.581	0.0011	-53576.4
1.581	0.0012	-51393.4
1.581	0.0013	-49472
1.581	0.0014	-47770
1.581	0.0015	-46254.5
1.581	0.0016	-44899
1.581	0.0017	-43682
1.581	0.0018	-42585.9
1.581	0.0019	-41596
1.581	0.002	-40700
1.581	0.0021	-39887.4
1.581	0.0022	-39149.5
1.581	0.0023	-38478.4
1.581	0.0024	-37867.8
1.581	0.0025	-37311.7
1.581	0.0026	-36805.1
1.581	0.0027	-36343.7
1.581	0.0028	-35923.5
1.581	0.0029	-35541.1
1.581	0.003	-35193.4
1.581	0.0031	-34877.6
1.581	0.0032	-34591.3
1.581	0.0033	-34332.2
1.581	0.0034	-34098.3
1.581	0.0035	-33887.9
1.581	0.0036	-33699.2
1.581	0.0037	-33530.8
1.581	0.0038	-33381.3
1.581	0.0039	-33249.4
1.581	0.004	-33134
1.581	0.0041	-33034.2
1.581	0.0042	-32948.7
1.581	0.0043	-32877
1.581	0.0044	-32817.9
1.581	0.0045	-32771
1.581	0.0046	-32735.3
1.581	0.0047	-32710.3
1.581	0.0048	-32695.4
1.581	0.0049	-32690
1.581	0.005	-32693.5
1.581	0.0051	-32705.6
1.581	0.0052	-32725.7
1.581	0.0053	-32753.4
1.581	0.0054	-32788.4
1.581	0.0055	-32830.2
1.581	0.0056	-32878.4
1.581	0.0057	-32932.9
1.581	0.0058	-32993.2
1.581	0.0059	-33059
1.581	0.006	-33130.2
1.581	0.0061	-33206.4
1.581	0.0062	-33287.4
1.581	0.0063	-33373
1.581	0.0064	-33462.9
1.581	0.0065	-33557
1.581	0.0066	-33655
1.581	0.0067	-33756.8
1.581	0.0068	-33862.2
1.581	0.0069	-33971
1.581	0.007	-34083.1
1.581	0.0071	-34198.3
1.581	0.0072	-34316.5
1.581	0.0073	-34437.6
1.581	0.0074	-34561.4
1.581	0.0075	-34687.9
1.581	0.0076	-34816.8
1.581	0.0077	-34948.1
1.581	0.0078	-35081.7
1.581	0.0079	-35217.5
1.581	0.008	-35355.3
1.581	0.0081	-35495.2
1.581	0.0082	-35637
1.581	0.0083	-35780.6
1.581	0.0084	-35926
1.581	0.0085	-36073
1.581	0.0086	-36221.6
1.581	0.0087	-36371.8
1.581	0.0088	-36523.5
1.581	0.0089	-36676.5
1.581	0.009	-36830.9
1.581	0.0091	-36986.6
1.581	0.0092	-37143.6
1.581	0.0093	-37301.7
1.581	0.0094	-37460.9
1.581	0.0095	-37621.3
1.581	0.0096	-37782.6
1.581	0.0097	-37945
1.581	0.0098	-38108.3
1.581	0.0099	-38272.5
1.591	0.001	-56073.8
1.591	0.0011	-53575
1.591	0.0012	-51392.1
1.591	0.0013	-49470.7
1.591	0.0014	-47768.8
1.591	0.0015	-46253.4
1.591	0.0016	-44897.9
1.591	0.0017	-43681
1.591	0.0018	-42584.9
1.591	0.0019	-41595.1
1.591	0.002	-40699.1
1.591	0.0021	-39886.6
1.591	0.0022	-39148.7
1.591	0.0023	-38477.7
1.591	0.0024	-37867.1
1.591	0.0025	-37311
1.591	0.0026	-36804.5
1.591	0.0027	-36343.2
1.591	0.0028	-35923
1.591	0.0029	-35540.7
1.591	0.003	-35193
1.591	0.0031	-34877.2
1.591	0.0032	-34590.9
1.591	0.0033	-34331.9
1.591	0.0034	-34098.1
1.591	0.0035	-33887.6
1.591	0.0036	-33699
1.591	0.0037	-33530.6
1.591	0.0038	-33381.1
1.591	0.0039	-33249.3
1.591	0.004	-33134
1.591	0.0041	-33034.1
1.591	0.0042	-32948.7
1.591	0.0043	-32877
1.591	0.0044	-32818
1.591	0.0045	-32771
1.591	0.0046	-32735.4
1.591	0.0047	-32710.4
1.591	0.0048	-32695.5
1.591	0.0049	-32690.1
1.591	0.005	-32693.7
1.591	0.0051	-32705.8
1.591	0.0052	-32726
1.591	0.0053	-32753.7
1.591	0.0054	-32788.7
1.591	0.0055	-32830.5
1.591	0.0056	-32878.8
1.591	0.0057	-32933.2
1.591	0.0058	-32993.6
1.591	0.0059	-33059.4
1.591	0.006	-33130.6
1.591	0.0061	-33206.9
1.591	0.0062	-33287.9
1.591	0.0063	-33373.5
1.591	0.0064	-33463.4
1.591	0.0065	-33557.5
1.591	0.0066	-33655.5
1.591	0.0067	-33757.3
1.591	0.0068	-33862.7
1.591	0.0069	-33971.6
1.591	0.007	-34083.7
1.591	0.0071	-34199
1.591	0.0072	-34317.2
1.591	0.0073	-34438.3
1.591	0.0074	-34562.1
1.591	0.0075	-34688.6
1.591	0.0076	-34817.5
1.591	0.0077	-34948.8
1.591	0.0078	-35082.4
1.591	0.0079	-35218.2
1.591	0.008	-35356.1
1.591	0.0081	-35496
1.591	0.0082	-35637.8
1.591	0.0083	-35781.4
1.591	0.0084	-35926.8
1.591	0.0085	-36073.9
1.591	0.0086	-36222.5
1.591	0.0087	-36372.7
1.591	0.0088	-36524.4
1.591	0.0089	-36677.5
1.591	0.009	-36831.9
1.591	0.0091	-36987.6
1.591	0.0092	-37144.6
1.591	0.0093	-37302.7
1.591	0.0094	-37461.9
1.591	0.0095	-37622.3
1.591	0.0096	-37783.7
1.591	0.0097	-37946
1.591	0.0098	-38109.3
1.591	0.0099	-38273.5
1.601	0.001	-56072.3
1.601	0.0011	-53573.6
1.601	0.0012	-51390.8
1.601	0.0013	-49469.5
1.601	0.0014	-47767.6
1.601	0.0015	-46252.3
1.601	0.0016	-44896.9
1.601	0.0017	-43680
1.601	0.0018	-42584
1.601	0.0019	-41594.2
1.601	0.002	-40698.3
1.601	0.0021	-39885.8
1.601	0.0022	-39148
1.601	0.0023	-38477
1.601	0.0024	-37866.4
1.601	0.0025	-37310.4
1.601	0.0026	-36804
1.601	0.0027	-36342.6
1.601	0.0028	-35922.6
1.601	0.0029	-35540.2
1.601	0.003	-35192.6
1.601	0.0031	-34876.9
1.601	0.0032	-34590.6
1.601	0.0033	-34331.6
1.601	0.0034	-34097.8
1.601	0.0035	-33887.4
1.601	0.0036	-33698.8
1.601	0.0037	-33530.5
1.601	0.0038	-33381
1.601	0.0039	-33249.2
1.601	0.004	-33133.9
1.601	0.0041	-33034.1
1.601	0.0042	-32948.7
1.601	0.0043	-32877
1.601	0.0044	-32818
1.601	0.0045	-32771.1
1.601	0.0046	-32735.5
1.601	0.0047	-32710.6
1.601	0.0048	-32695.7
1.601	0.0049	-32690.3
1.601	0.005	-32693.9
1.601	0.0051	-32706.1
1.601	0.0052	-32726.2
1.601	0.0053	-32754
1.601	0.0054	-32789
1.601	0.0055	-32830.8
1.601	0.0056	-32879.1
1.601	0.0057	-32933.6
1.601	0.0058	-32993.9
1.601	0.0059	-33059.9
1.601	0.006	-33131.1
1.601	0.0061	-33207.3
1.601	0.0062	-33288.3
1.601	0.0063	-33374
1.601	0.0064	-33463.9
1.601	0.0065	-33558
1.601	0.0066	-33656.1
1.601	0.0067	-33757.9
1.601	0.0068	-33863.3
1.601	0.0069	-33972.2
1.601	0.007	-34084.3
1.601	0.0071	-34199.6
1.601	0.0072	-34317.9
1.601	0.0073	-34439
1.601	0.0074	-34562.8
1.601	0.0075	-34689.3
1.601	0.0076	-34818.2
1.601	0.0077	-34949.6
1.601	0.0078	-35083.2
1.601	0.0079	-35219
1.601	0.008	-35356.9
1.601	0.0081	-35496.8
1.601	0.0082	-35638.6
1.601	0.0083	-35782.3
1.601	0.0084	-35927.7
1.601	0.0085	-36074.7
1.601	0.0086	-36223.4
1.601	0.0087	-36373.6
1.601	0.0088	-36525.3
1.601	0.0089	-36678.4
1.601	0.009	-36832.8
1.601	0.0091	-36988.6
1.601	0.0092	-37145.5
1.601	0.0093	-37303.7
1.601	0.0094	-37462.9
1.601	0.0095	-37623.3
1.601	0.0096	-37784.7
1.601	0.0097	-37947.1
1.601	0.0098	-38110.4
1.601	0.0099	-38274.6
1.611	0.001	-56070.9
1.611	0.0011	-53572.2
1.611	0.0012	-51389.5
1.611	0.0013	-49468.2
1.611	0.0014	-47766.5
1.611	0.0015	-46251.1
1.611	0.0016	-44895.8
1.611	0.0017	-43679
1.611	0.0018	-42583.1
1.611	0.0019	-41593.3
1.611	0.002	-40697.4
1.611	0.0021	-39885
1.611	0.0022	-39147.2
1.611	0.0023	-38476.3
1.611	0.0024	-37865.8
1.611	0.0025	-37309.8
1.611	0.0026	-36803.4
1.611	0.0027	-36342.1
1.611	0.0028	-35922.1
1.611	0.0029	-35539.8
1.611	0.003	-35192.2
1.611	0.0031	-34876.5
1.611	0.0032	-34590.3
1.611	0.0033	-34331.3
1.611	0.0034	-34097.6
1.611	0.0035	-33887.2
1.611	0.0036	-33698.6
1.611	0.0037	-33530.3
1.611	0.0038	-33380.9
1.611	0.0039	-33249.1
1.611	0.004	-33133.8
1.611	0.0041	-33034
1.611	0.0042	-32948.7
1.611	0.0043	-32877
1.611	0.0044	-32818.1
1.611	0.0045	-32771.2
1.611	0.0046	-32735.6
1.611	0.0047	-32710.7
1.611	0.0048	-32695.8
1.611	0.0049	-32690.5
1.611	0.005	-32694.2
1.611	0.0051	-32706.3
1.611	0.0052	-32726.5
1.611	0.0053	-32754.3
1.611	0.0054	-32789.3
1.611	0.0055	-32831.1
1.611	0.0056	-32879.5
1.611	0.0057	-32934
1.611	0.0058	-32994.3
1.611	0.0059	-33060.3
1.611	0.006	-33131.5
1.611	0.0061	-33207.8
1.611	0.0062	-33288.8
1.611	0.0063	-33374.5
1.611	0.0064	-33464.4
1.611	0.0065	-33558.6
1.611	0.0066	-33656.6
1.611	0.0067	-33758.5
1.611	0.0068	-33863.9
1.611	0.0069	-33972.8
1.611	0.007	-34085
1.611	0.0071	-34200.2
1.611	0.0072	-34318.5
1.611	0.0073	-34439.7
1.611	0.0074	-34563.5
1.611	0.0075	-34690
1.611	0.0076	-34819
1.611	0.0077	-34950.3
1.611	0.0078	-35084
1.611	0.0079	-35219.8
1.611	0.008	-35357.7
1.611	0.0081	-35497.6
1.611	0.0082	-35639.5
1.611	0.0083	-35783.1
1.611	0.0084	-35928.5
1.611	0.0085	-36075.6
